sims,ours,rival,pwin,sd,ci,secs,vram
1000,1884.4585774739583,1901.635030110677,38.05000185966492,1.0134098006144026,1.986283209204229,0.048240783352715276,0.034249305725097656
2500,1884.1673177083333,1901.8887329101562,37.30666587750117,0.7609112559013587,1.491386061566663,0.04447518331774821,0.0873570442199707
5000,1884.6614583333333,1902.7593180338542,37.10333208243052,0.37275552027505593,0.7306008197391096,0.07052200004303207,0.17102813720703125
10000,1884.5561930338542,1903.0563354492188,36.999999483426414,0.18176865253718305,0.3562665589728788,0.1525860499823466,0.3440976142883301
25000,1884.9685465494792,1903.3382161458333,37.01599886020025,0.426940811068918,0.8368039896950793,0.47192186672085273,0.8558998107910156
50000,1885.1979675292969,1903.4684753417969,37.22749873995781,0.2540835046963672,0.4980036692048797,0.932672300026752,1.7112936973571777
100000,1885.0303649902344,1903.437255859375,37.050749361515045,0.16426488027850072,0.3219591653458614,1.8587359750526957,3.4218430519104004
