,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
HUL,1.8947869650427909,1.2187986259309276,1.627703060950481,1.5424342893010428,1.7222194287055173,1.5546425513353526,1.3670942842387945,1.5955178144239925,1.4099341068137572,1.7016373360789094,1.8290754200512107,1.4305214952732421,1.5625279367343425,1.482966609697485,1.5179513702951555,1.8100014934469493,1.8996683940993087,1.6324235637743665,1.1583597405046986,1.275427396206677,2.0242789402343635,1.2187986259309276,1.684510021069733,1.4256654661598864,1.3637303973557318,1.577210928566691,2.219428818339972,1.4534195402462198,1.3680654900614655,2.1131638627250156,1.7626365325566784,1.4099341068137572,1.1605636306407603,2.010439284227973,1.2859238899055463,1.4850151346830491,1.6967065988253476,1.4050347970647252
IPS,1.3637303973557318,1.7626365325566784,1.8996683940993087,1.4305214952732421,1.2859238899055463,1.4850151346830491,1.8100014934469493,1.5625279367343425,1.2187986259309276,2.010439284227973,1.1605636306407603,1.627703060950481,1.2187986259309276,1.4534195402462198,1.4050347970647252,1.4256654661598864,1.5955178144239925,2.1131638627250156,1.7016373360789094,1.4099341068137572,1.482966609697485,1.4099341068137572,1.3680654900614655,1.5179513702951555,2.0242789402343635,1.5424342893010428,1.8290754200512107,1.6967065988253476,1.577210928566691,1.684510021069733,1.1583597405046986,1.8947869650427909,1.7222194287055173,1.6324235637743665,1.3670942842387945,2.219428818339972,1.275427396206677,1.5546425513353526
LEE,1.2335281458245857,1.4043157313875345,1.3788307231510775,1.2366596291356426,1.4826433781450363,1.6457366011441457,1.6677213620446185,1.1203062966596864,1.4342494585113053,1.3360446179388623,1.491763556746953,1.2409718202571125,1.7505408718612387,1.2409718202571125,1.5253977435920458,1.3070553622974481,1.3231229722218256,1.17875969549466,1.3683388375784833,1.9534591065753006,1.1224377864812338,1.8599286254260474,1.17875969549466,1.769514253189389,1.2436798176865311,1.4326439942293072,1.3221836716225,1.2409718202571125,1.6098844920759994,1.665642548460629,1.375279261974718,1.64096784425526,1.6720178152422878,1.17875969549466,1.7816954062113515,1.7047319041710371,1.2003050251553675,1.3835272261477067
LIV,1.42418927516335,1.342598921505752,1.0078854661042496,1.2759962054900262,1.2263391677934945,1.9070396552971527,1.4030914416998665,1.571629299278859,1.7393575232105025,1.1829696828993064,1.6280918093959962,1.06339469997523,1.1717825439595382,1.2755159626307795,1.4026565955323889,1.3042965983160852,1.0078854661042496,1.131321692341555,1.211482986447343,0.957905532657813,1.447411777021156,1.4576121972826601,1.3358234202916952,1.4071689146386368,1.0078854661042496,1.211482986447343,0.9597280395016572,1.398600513172953,1.211482986447343,1.1305185537324036,1.207273264604596,1.0547146250070911,1.2019052201073812,1.8157317103648674,1.4967806494520552,1.3709454061768043,1.1789539898535484,1.7274658272021584
MCI,1.5202960034627793,1.0688438105049047,1.0661934456568025,1.3169904501387275,1.0312541588127506,1.1784458635745283,1.0661934456568025,1.0221785105985104,1.383148485483205,0.9529620370531408,1.1229697867783872,1.2714136350985714,1.2344401740625843,1.267729532474382,1.5979764225491102,1.0661934456568025,1.286791972567724,0.9608047100637249,1.147876197911028,1.0859525598126913,1.1815850377338695,1.0652155276174458,1.53076156384099,1.0214528540210188,0.8671391918305554,1.0624885831973327,0.9106506766116971,1.1756221021695399,0.9106506766116971,1.432839615185949,1.1080292656894606,1.2738280001371673,1.1524617761266496,1.2065320130540222,1.4365309562495816,0.9106506766116971,1.2308705255614887,0.8654925095970163
MUN,0.981601344113881,1.2269456127716634,1.03566298148335,1.9313799406378436,1.101036347094845,1.320943840697083,1.1705613576462317,1.7495141422613654,1.2422524438184326,1.4164513929245657,1.2702610049708953,1.3884433130924594,1.3870485821930874,1.2269456127716634,1.1521196304856953,1.3704720868171403,1.3597350312645509,1.1867384581682396,1.148208660614782,1.222682160619443,1.1018185410690273,1.6531196675058657,1.3665009481789818,1.8389065970588387,1.5916886124074456,1.0272092696854531,1.7615576165891713,0.9329248114128231,1.3528730517056844,1.4577468837057481,1.2269456127716634,0.981601344113881,1.4658856538282337,0.981601344113881,1.1943581050915573,1.4205592446332753,0.9346997900465454,1.2922822390022275
NEW,2.0615928848449183,0.8589880291687653,2.1818056965369648,1.075744537800292,1.5301144829993225,0.9020905032703661,1.7664456910053652,1.0587966118065262,1.687157628281604,1.0118511332789328,2.196825021193889,1.055202435005238,2.056295371109336,1.4799724482273697,0.9020905032703661,1.2558127955448246,2.4086091417438484,1.6957151504698518,1.141628563319288,1.3046106575007739,1.6115952895037462,1.2594622673738252,1.984982686207275,0.9517730856697096,2.2932863427308,1.3396677050702606,1.7315170290125188,0.9440041342761563,1.097613721260437,1.7715685614309833,1.1673683987192818,1.647338953609759,1.5301144829993225,0.8573568258512575,1.5301144829993225,1.0125699686391902,1.8280947794227393,0.9020905032703661
NFO,1.5651011246691204,1.4207654072830382,1.4553498550026789,1.232365365958634,1.3517873089147419,1.2886262820319336,1.9407960754251437,1.0979044684533081,1.528408152808448,2.1278978181835853,1.3358693000743451,2.026015313399508,1.0979044684533081,1.75364290283087,1.043460591535486,1.4905278627120726,1.5877984140939585,1.5513903332379122,1.4237719358015566,1.3517873089147419,1.6304651853744272,1.9275271777803724,1.3894383062876783,1.5297173976163965,1.2314904952541452,1.8166444517256168,1.1583714936828053,1.3470900505753785,1.0454458750572113,1.5605752991158646,1.3092530413339265,1.8213245667863698,1.3074890769843945,1.2842519285094882,1.6150394952624256,1.5328498040773932,1.3517873089147419,1.0979044684533081
TOT,1.351223080320575,1.4487214029793138,1.0157247789457295,1.6029808961365806,1.6783130688437142,1.4037283562495162,1.4537730464746037,1.2283637094500206,1.7368863220719486,1.1574741499380274,1.4537730464746037,0.9224944476362095,1.5311885612071678,2.0872196421358167,0.9706267629070466,1.2560591269513488,2.072949671094377,1.885946678493187,1.4414488604296283,1.0887264487075554,1.6831803457880818,1.1392386065134152,1.406132729716103,0.9706267629070466,2.288437295813169,1.1353713623940032,1.9587345927975839,1.1810048430030657,1.6111114610322848,1.0240839758499973,1.6451270896775758,1.3715409859633325,1.4537730464746037,1.355149820503363,2.1788682545996356,0.9706267629070466,1.953701385957386,1.0894998975314376
SUN,1.086381158186132,1.3014931923820792,1.5123663915571208,1.7741134071066154,1.613352260934501,1.6030336337670563,1.321848374881429,1.4306845133870556,1.086381158186132,1.8520137051070686,1.2194307902441646,1.330359084338795,1.4058534353625143,1.5351073571966696,1.3694267654723962,1.4763339939896138,1.146213537767785,1.57113330861979,1.2356908686436152,1.6649025487752616,1.3748551352008456,1.2356908686436152,1.034473156089417,1.4265473822922814,1.086381158186132,1.36251587602999,1.2751012068610392,1.6606243791204387,1.3983396702824613,1.516761424447927,1.2356908686436152,1.218565101947491,1.1368574450229632,1.231397028037676,1.27077276537767,1.7619840909423925,1.295511473240312,1.9451461675928248
