player_code,web_name,team_s,pos,price,own,status,news,chance_of_playing_next_round,penalties_order,corners_and_indirect_freekicks_order,direct_freekicks_order,p_mins,p_starts,p_pts,p_ppg,p_xg90,p_xa90,p_xgi90,p_xgc90,p_bonus,p_bps90,p_yc90,p_saves90,p_price_end,p_team_code,p_apps,p_dc_hits,p_dc_rate,p_dc_actions90,p_dc_p90,has_history,apps,app60,old_team,old_atk,n90,xg90,xa90,bps90,yc90,saves90,dc_rate,fr_matches,fr_mins,fr_starts,fr_start_rate,p_start,_gk_rank,p_app,p60,exp_mins,avail,ep1,ep2,ep3,ep4,ep5,ep6,ep7,ep8,ep9,ep10,ep11,ep12,ep13,ep14,ep15,ep16,ep17,ep18,ep19,ep20,ep21,ep22,ep23,ep24,ep25,ep26,ep27,ep28,ep29,ep30,ep31,ep32,ep33,ep34,ep35,ep36,ep37,ep38,ep_gw1_6,ep_season,ep_per_m
154561,Raya,ARS,GKP,6.0,34.6,a,,,,,,3330.0,37.0,162.0,4.378378378378378,0.0,0.0018918918918918,0.0018918918918918,0.7448648648648648,11.0,17.10810810810811,0.027027027027027,1.6216216216216215,6.2,3.0,,,,,,True,37.0,37.0,ARS,1.202714700927121,37.0,3.418073061311657e-05,0.001850714249491306,16.563111855706115,0.034273386072327446,1.804706246821763,0.0,1.0,45.0,1.0,1.0,0.8999545925778012,1.0,0.8999545925778012,0.8999545925778012,70.1964582210685,1.0,3.867157956763778,4.0087104546920225,3.3725742369487577,4.195614759089327,3.9612116568686346,3.686698759936852,4.088488953951361,3.746372305569804,3.845131099517925,3.867157956763778,3.7454054494228437,3.315074323640994,3.761634800547955,4.194292981554343,3.43313143875306,3.50315193220652,3.9577241907545115,4.009240872897121,3.867157956763778,3.71446976994903,4.1397213083613025,3.8700526508416697,3.6872041267869173,3.500144310287177,4.1397213083613025,3.8029976124176468,3.71788120350066,3.64732007336709,3.8714319975946294,3.9072597604343082,4.1397213083613025,3.6896606333697655,3.91539296374906,3.775438512604481,3.9391950418705743,3.740317580975695,4.079356837395762,3.546172060205542,23.091967824299374,145.2493911470773,24.208231857846215
109745,Arrizabalaga,ARS,GKP,5.0,0.1,a,,,,,,90.0,1.0,2.0,2.0,0.0,0.0,0.0,0.98,0.0,11.0,0.0,2.0,4.0,3.0,,,,,,True,1.0,1.0,ARS,1.202714700927121,1.0,0.00017090365306558279,0.0014757934696791309,13.704448167419464,0.06025581925052621,2.57908678966437,0.0,4.0,214.0,4.0,1.0,0.07548905057015831,2.0,0.07548905057015831,0.07548905057015831,5.888145944472348,1.0,0.32518880261633576,0.33882629929065033,0.29085147755538393,0.35203430077481507,0.33551906075528654,0.31231402782002055,0.3444281519345117,0.31652657000591156,0.32756623737241014,0.32518880261633576,0.3209122588271862,0.2871081831023554,0.32197036870921014,0.35195205684649844,0.2948911302434146,0.29958347868488494,0.3352851154908029,0.33885839100733905,0.32518880261633576,0.3142666390610251,0.3480595947835402,0.32537707886266637,0.3170580306997647,0.2993812351579871,0.3480595947835402,0.32056885951489233,0.3190756018008647,0.30953835709809563,0.3293652367420927,0.3280806821941318,0.3480595947835402,0.3125123594167466,0.33234831906227247,0.3185902312707256,0.33399937630277193,0.31609952622122217,0.3437861508751844,0.30252390428948805,1.954733968812492,12.310943889190243,2.4621887778380485
437495,Meslier,ARS,GKP,5.0,0.0,a,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,2.0,,,,,,False,,,LEE,0.998193150012714,0.0,0.00017090365306558279,0.0019260682974362002,14.508710289914358,0.07389884164325727,2.637311829237913,0.0,3.0,101.0,1.0,0.3333333333333333,0.014406936479292535,3.0,0.014406936479292535,0.014406936479292535,1.1237410453848178,1.0,0.06272704185864036,0.06535038925638173,0.05626823953008559,0.06783376942156852,0.06472639928034442,0.060301038392866685,0.06640516984283701,0.06108948203786395,0.06323417222284265,0.06272704185864036,0.06199766790329009,0.05556718438604307,0.06218879976568131,0.06782453488735106,0.05703522950942676,0.05790308138823379,0.06468578850403899,0.06535415571652106,0.06272704185864036,0.06066493356244052,0.06709028029124199,0.06275157913300902,0.06126397241393157,0.057866082385214825,0.06709028029124199,0.06185231694965017,0.061645508562025234,0.05977365673972478,0.06357681112977623,0.06326774269826149,0.06709028029124199,0.06033342848228908,0.0641263340093747,0.06147511383405824,0.06444183426486334,0.06101056556280411,0.06628540464378839,0.05845511771100634,0.37720687773988726,2.3760074705772425,0.4752014941154485
226597,Gabriel,ARS,DEF,8.0,28.9,a,,,,,,2750.0,30.0,209.0,6.84,0.0962181818181818,0.0572727272727272,0.153490909090909,0.7203272727272727,30.0,23.69454545454545,0.1309090909090909,0.0,7.3,3.0,32.0,12.0,0.375,9.556363636363637,0.7854545454545454,True,32.0,30.0,ARS,1.202714700927121,30.555555555555557,0.08771667509338799,0.05665377603996781,21.734059623551936,0.14307863373278018,0.0,0.3557952717729398,3.0,136.0,2.0,0.6666666666666666,0.7584702466826093,,0.8111018256299778,0.7584702466826093,60.31857397808564,1.0,4.294175047493255,4.312249693789718,3.601531354826975,4.503765101006617,4.223485779062431,4.070917674747793,4.422426390478475,4.086586125871662,4.082702868464942,4.294175047493255,4.072448495669388,3.4995628288114102,4.009795223405401,4.580264634320087,3.819029301300215,3.7673444627540715,4.260517336728226,4.284780064996496,4.294175047493255,4.0599496802598445,4.502280229713745,4.160594852552254,3.8324625580782965,3.7750156670054174,4.502280229713745,4.1708600560054085,3.9292110365016693,3.9576521833812337,4.181112495294649,4.281783381037299,4.502280229713745,4.013247439005372,4.109564001821229,4.0832308036762015,4.207134773594051,4.097987251838395,4.424467450174882,3.825309994642623,25.00612465092679,157.09635679272375,19.63704459909047
445122,J.Timber,ARS,DEF,6.5,0.2,i,Groin injury - Unknown return date,0.0,,,,2452.0,28.0,149.0,5.469004893964111,0.172879282218597,0.05615823817292,0.2290375203915171,0.6404975530179445,9.0,19.526916802610117,0.1835236541598695,0.0,6.0,3.0,30.0,7.0,0.2333333333333333,6.533442088091355,0.5138662316476346,True,30.0,26.0,ARS,1.202714700927121,27.244444444444444,0.14617807773457003,0.05573411187222205,18.32824303080871,0.18489371344664166,0.0,0.23667278687143642,,,,,0.6726277661925365,,0.7778909240872733,0.6726277661925365,54.780755236702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462424,Saliba,ARS,DEF,6.0,0.4,i,Back injury - Unknown return date,0.0,,,,2614.0,30.0,137.0,4.716908951798011,0.0302983932670237,0.0416602907421576,0.0719586840091813,0.7027161438408569,12.0,20.003825554705436,0.0688599846977811,0.0,6.3,3.0,31.0,8.0,0.2580645161290322,7.712318286151492,0.5508798775822494,True,31.0,28.0,ARS,1.202714700927121,29.044444444444444,0.035685921587899315,0.04438770331694316,18.760403987320107,0.09492587254131588,0.0,0.2573032520911273,,,,,0.6801104486465023,,0.7590578170675549,0.6801104486465023,54.78545709969033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499169,Lewis-Skelly,ARS,MID,5.5,0.5,a,,,,,,697.0,5.0,29.0,3.744619799139168,0.0129124820659971,0.0258249641319942,0.0387374461979913,1.1634146341463414,0.0,14.203730272596845,0.3873744619799139,0.0,5.0,3.0,20.0,0.0,0.0,4.131994261119082,0.0,True,20.0,5.0,ARS,1.202714700927121,7.7444444444444445,0.08327016580287157,0.07489775203274793,16.131334397048033,0.29213520906561496,0.0,0.01941370975944116,4.0,264.0,4.0,1.0,0.5308731673587557,,0.9256100094640188,0.5308731673587557,50.09231758029873,1.0,2.2606177831947667,2.2252877675676386,2.100643804352091,2.237204518907053,2.19226453057912,2.2188533862224786,2.251628913713578,2.187160032451787,2.1723048734903,2.2606177831947667,2.2432935816763186,2.069908437574649,2.1818609502226045,2.2971755660675948,2.219381960760435,2.123929758575384,2.22347736288827,2.203689419142791,2.2606177831947667,2.18992619099565,2.276118290770692,2.1554998069732005,2.1052790902869054,2.132209285784015,2.276118290770692,2.2112404719240706,2.154916320635667,2.160697532693445,2.2279228595123257,2.222760689664446,2.276118290770692,2.1721492426759115,2.1389798918829253,2.1634802846441867,2.196247031606385,2.2003716068577615,2.259868130901752,2.1352794604401324,13.234871790823147,83.58510098356724,15.197291087921316
466075,Calafiori,ARS,DEF,5.5,28.2,a,,,,,,1697.0,22.0,109.0,5.780789628756629,0.1781968179139658,0.0403064230995875,0.2185032410135533,0.5154979375368298,6.0,20.63052445492045,0.2651738361814967,0.0,5.6,3.0,26.0,5.0,0.1923076923076923,7.4779021803182095,0.5303476723629935,True,26.0,19.0,ARS,1.202714700927121,18.855555555555554,0.14157089887217886,0.044471908505870295,18.728666484784952,0.24264909352616765,0.0,0.203756885230366,4.0,213.0,3.0,0.75,0.6191079895058303,,0.8033185158216198,0.6191079895058303,52.34305476040214,1.0,3.524493493984422,3.5152503860534243,2.908472569092465,3.6635013448169538,3.4287787512607877,3.332867388636512,3.613123362855289,3.324417308264145,3.3121222953912235,3.524493493984422,3.3494347306231425,2.812711679399023,3.2641493959403975,3.758162528874169,3.1454021470640927,3.0472293210696235,3.475990026222017,3.4812209137433228,3.524493493984422,3.3064415636464313,3.6874556212578433,3.3589626542845634,3.0841018252091255,3.058134517131918,3.6874556212578433,3.402029826849284,3.18730198087923,3.2120802153533052,3.420208644229041,3.491202798959151,3.6874556212578433,3.260575020425152,3.3107888519519193,3.306912063084247,3.4192634229680654,3.341231788461104,3.619907786445145,3.0976016575441294,20.373363933844566,127.94542611245517,23.26280474771912
448104,Hincapie,ARS,DEF,5.5,2.7,a,,,,,,1787.0,20.0,87.0,4.38164521544488,0.0181309457190822,0.0841074426412982,0.1022383883603805,0.8828763290430891,7.0,16.871852266368215,0.1007274762171236,0.0,5.1,3.0,25.0,7.0,0.28,8.612199216564074,0.7050923335198658,True,25.0,18.0,ARS,1.202714700927121,19.855555555555554,0.028790132658179597,0.0755439181725921,16.117745071290475,0.1262396725379925,0.0,0.27484581701199073,4.0,169.0,2.0,0.5,0.5239997472449995,,0.708210273560789,0.5239997472449995,44.92461186405733,1.0,2.7611344839060465,2.790456315392563,2.303295318938793,2.931453701612324,2.737220392112825,2.6091589927855012,2.862986890230366,2.6350118270608927,2.638569254310421,2.7611344839060465,2.599609888858628,2.2391195671643245,2.5787750119598605,2.9634835980463907,2.416991117434124,2.4193723278808483,2.7517669656555546,2.778982646298911,2.7611344839060465,2.613483005942483,2.913190505971703,2.7053782228507344,2.477155480974883,2.421593248839399,2.913190505971703,2.6887286110765425,2.529150603863709,2.548298334943987,2.689225849240386,2.768312423002109,2.913190505971703,2.585666163794673,2.673694078649651,2.6428453761569015,2.7229922561601754,2.6379103286632537,2.860920979803675,2.4585664152298485,16.132719204748053,101.30315016456801,18.418754575376003
198869,White,ARS,DEF,5.5,3.4,a,,100.0,,,,699.0,9.0,45.0,5.793991416309013,0.0579399141630901,0.0888412017167381,0.1467811158798283,1.1175965665236052,3.0,23.30472103004292,0.0,0.0,5.1,3.0,12.0,1.0,0.0833333333333333,6.824034334763948,0.2575107296137339,True,12.0,7.0,ARS,1.202714700927121,7.766666666666667,0.05657284184218206,0.07130979764530546,18.70837695118057,0.09618242357487478,0.0,0.14001224040953955,4.0,213.0,3.0,0.75,0.5297889031692956,,0.6613678505377166,0.5297889031692956,44.218271289310316,1.0,2.7179022679088183,2.7380947575687484,2.2416857068050264,2.8761191407133317,2.6795285824223685,2.5624795120315076,2.813668426459552,2.580193824027929,2.580267893208661,2.7179022679088183,2.55879695234211,2.172990573099304,2.5249527658457094,2.9203991064865136,2.3777564592590217,2.358639656882961,2.700534437334837,2.7222071509578276,2.7179022679088183,2.5601272716227914,2.8673815467401846,2.640660971727054,2.4100338709167533,2.3626345208695394,2.8673815467401846,2.637227273218116,2.4711865313554835,2.490895613126261,2.6414622090907356,2.716261849775912,2.8673815467401846,2.529392182680878,2.6065063008389755,2.582389575780174,2.666761557312923,2.585952952156288,2.8135447708260415,2.3988937487373683,15.815809967449802,99.27809758942773,18.050563198077768
